time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.267406,-2.0848,-2.7704,1.4585,3.761
3.277076,-3.1411,-3.8886,2.1276,5.433
3.287428,-4.2595,-3.5316,3.2937,6.439
3.296668,-5.3813,-3.6643,4.1905,7.742
3.307870,-6.1108,-3.4082,3.6656,7.899
3.318025,-5.8629,-3.2703,3.6964,7.664
3.332525,-5.0354,-3.2480,3.9549,7.180
3.336500,-4.7007,-3.6794,5.7995,8.323
3.347906,-3.9609,-3.4338,7.2269,8.928
3.356761,-3.6999,-3.1839,7.4503,8.907
3.367779,-4.3037,-2.6116,6.2007,7.987
3.378115,-6.3072,-3.4360,4.9297,8.711
3.388798,-7.2482,-4.3617,2.9689,8.965
3.397260,-7.3152,-4.4736,1.3827,8.685
3.414594,-7.6316,-3.6511,1.3649,8.569
3.418180,-7.1455,-2.5852,1.0613,7.672
3.429174,-6.8770,-2.0246,0.9604,7.233
3.437085,-5.8580,-2.6455,-1.5837,6.620
3.447343,-3.2512,-3.5112,-5.2432,7.099
3.456254,-1.1807,-3.2283,-6.8312,7.647
3.467331,0.9490,-3.3895,-5.4668,6.502
3.477660,2.1058,-3.6831,-2.9135,5.147
3.487595,3.2799,-5.6273,0.4316,6.528
3.496805,3.4502,-7.5928,2.0442,8.587
3.508555,2.5041,-9.3476,0.9541,9.724
3.518403,0.8912,-9.8177,-0.3823,9.866
3.538843,1.5412,-8.3799,0.8907,8.567
3.540511,2.1011,-6.3806,2.3518,7.117
3.547376,2.8301,-3.9671,0.6808,4.920
3.556307,1.9369,-2.5868,-1.7771,3.688
3.567551,0.5728,-0.9333,-4.4589,4.591
3.579185,-2.4056,-0.1513,-8.2956,8.639
3.587379,-3.8590,1.7167,-4.6481,6.280
3.596361,-3.8429,4.0861,-5.6858,7.987
3.607274,-5.0618,3.1826,-6.7291,9.002
3.616292,-3.0803,3.9379,-6.9468,8.559
3.638334,-0.3738,5.3372,-6.4872,8.409
3.639861,1.1532,6.7519,-8.1871,10.675
3.647420,1.8538,8.7232,-7.3552,11.560
3.656162,1.6649,9.5148,-6.3327,11.550
3.667266,2.1525,9.9287,-5.8840,11.740
3.682340,2.0194,9.5084,-5.4964,11.167
3.688097,1.7309,8.5767,-5.2020,10.179
3.696764,1.8754,7.8266,-5.1597,9.560
3.707934,2.1239,6.8099,-4.9539,8.685
3.716595,2.0394,5.8886,-4.2306,7.532
3.742127,1.7422,5.2453,-2.5658,6.094
3.743932,1.7902,4.9288,-0.9914,5.337
3.747901,2.2329,4.3572,1.3894,5.089
3.756668,2.8741,3.4701,3.2357,5.547
3.767306,3.8646,1.4373,4.9014,6.405
3.778652,3.2604,-0.7089,5.4464,6.387
3.787510,0.5447,-3.8709,6.9545,7.978
3.796194,-2.2201,-7.1451,8.6981,11.473
3.807266,-4.4547,-9.5559,10.2053,14.673
3.824093,-4.5994,-9.6634,9.4115,14.252
3.827324,-3.3236,-6.8579,6.1445,9.789
3.835949,-1.0945,-3.0284,4.2527,5.334
3.846898,1.5544,0.5357,3.4203,3.795
3.856544,2.6594,1.7954,3.1600,4.503
3.867021,3.1224,0.0085,4.5085,5.484
3.877099,3.6253,-4.5086,6.5952,8.773
3.886842,3.3853,-11.2457,6.2167,13.288
3.896591,1.4803,-16.2305,1.8058,16.398
3.908144,-3.3754,-18.7437,-6.7050,20.191
3.916648,-6.1036,-10.4958,-13.9442,18.489
3.930999,5.4797,4.1186,-10.7893,12.783
